exam,knowledge
为了制备少量的氧气，汇川区某中学实验小组分三个阶段开展了一系列的工作：第一阶段：查阅文献资料，获得了下列信息：双氧水、氯酸钾、高锰酸钾等含有氧元素的物质在一定的条件下分解都可以产生氧气．其中双氧水溶液价格最低，在常温下就能够分解放出氧气，该过程无副产物；氯酸钾价格较高，分解较困难，且常伴有副产物；高锰酸钾价格较高，加热即可快速分解．二氧化锰能加速上述三种物质的分解．根据上述信息，选择双氧水和二氧化锰混合制备氧气．第二阶段：到实验室准备实验用品，安装实验仪器，进行制备实验．可供选择的实验装置如下：第三阶段：实验完毕后，洗刷实验仪器，整理实验用品．问题：（1）要制取一瓶的氧气，应选择的实验装置是　BC（或BE）　（填写字母序号）：组装好实验装置后应首先　检查装置的气密性　，该反应的化学方程式是　2H2O22H2O+O2↑，　．（2）有气体产生的化学反应在有限的空间里发生时，如果反应过快，容易引起爆炸，你认为可以采取什么措施预防爆炸？（2条）　控制反应物的浓度　、　控制双氧水的滴加速率　．（3）回顾整个工作过程，你认为在准备工作阶段除应考虑药品的价格、制氧反应的难易、制氧过程的安全性等问题外，还应考虑什么问题？　是否消耗能源　．（4）已知氯化铵固体与熟石灰加热反应生成氯化钙、水、氨气，氨气的密度小于空气，易溶于水．要制取一瓶的氨气，应选择的发生装置　A　．该反应的化学方程式是　2NH4Cl+Ca（OH）2＝CaCl2+H2O+2NH3↑　．,9;51;83;215
小明参观某养鱼池时，发现农民向养鱼池中撒一种叫过氧化钙的淡黄色固体，用来增加鱼池中的含氧量．小明刚学完氧气的实验室制法，于是他想可否用过氧化钙来制取氧气．【提出问题】过氧化钙可否用于制取氧气？【查阅资料】部分内容如下：过氧化钙（CaO2）室温下稳定，在300℃时分解生成氧气，可作增氧剂、杀菌剂等．【猜想与验证】猜想：加热过氧化钙可制取氧气．（1）小明依据　过氧化钙在300℃时分解生成氧气　提出猜想．实验装置实验主要过程①检查装置气密性．操作如下：先将导管伸入液面下，用手紧握试管，观察到　有气泡冒出，松开手后，有液体进入导管　，松开手后，有液体进入导管．②加入过氧化钙，加热，导管口有大量气泡冒出．③收集满一瓶气体．④停止加热．熄灭酒精灯前，应　将导管移出水面　．⑤检验气体，方法是　将带火星的木条伸入集气瓶中，木条复燃，证明是氧气．　．【实验结论】加热过氧化钙可制取氧气．【分析与反思】虽然没有快速收集到大量氧气，由此实验现象，小明认为农民用过氧化钙作增氧剂的主要原因是　过氧化钙与水反应能生成氧气，增加水中含氧量　（2）你还能提出的猜想是　过氧化钙与水反应还生成氢氧化钙　．,9;51;86;87
某校兴趣小组的同学在跨学科实践课上制作了简易化学制氧机。（1）图1是甲小组同学制作的简易制氧机，图1中A是过碳酸钠白色固体，B是二氧化锰黑色粉末。过碳酸钠（2Na2CO3•3H2O2）加水溶解会分解生成碳酸钠和过氧化氢。用该制氧机制氧时，在反应仓中加入适量水，再先后加入过碳酸钠和二氧化锰，反应仓内有黑色粉末翻腾，变得浑浊，仓壁变得温热，过滤仓底部导气管口有气泡冒出。①反应仓中过氧化氢生成氧气的化学方程式是　2H2O2H2O+O2↑　，过滤仓中的水除了有过滤杂质提纯氧气的作用外，还可以起到的作用是　AB　（填序号）。A.可以通过气泡观察氧气生成的速率B.降低氧气温度C.加快氧气的生成②验证过滤仓导出的气体是氧气的方法是　将带火星的木条放在过滤仓导管口，若木条复燃　，则证明为氧气。（2）同学们通过查阅资料得知超氧化钾（KO2）为黄色固体，可分别与二氧化碳、水反应生成氧气和白色固体，产氧效率高，适合作生氧剂。依据以上原理乙组同学制作了图2的氧自救呼吸器。反应原理为4KO2+2CO2═2K2CO3+3O2，4KO2+2H2O═4X+3O2↑，则X的化学式为　KOH　；该氧自救呼吸器使用一段时间后，观察到生氧剂由　黄色变为白色　（填颜色变化）时，则基本失效。,9;86;90;211
通过一年的化学学习，我们知道实验室中的组装仪器往往有多种用途。根据下图所装置回答问题：（1）图中A装置常用于制氧气，其反应的化学方程式是　2KClO32KCl+3O2↑　，（2）某同学用A装置制取氧气，实验结束时，发现试管炸裂了，造成试管炸裂的原因可能是什么？（至少两条）（3）若用B装置对氧气进行干燥，则装置内放入的药品是　浓硫酸　。若在B装置中盛满水，用排水法收集（瓶口向上）一瓶氧气，气体从　b　端（填字母“a”、“b”）通入。,87;215;50;59
下列有关实验操作的“快”与“慢”的说法中，错误的是（　　）A．测量空气中氧气的含量时，点燃红磷后要迅速伸入集气瓶中B．把过氧化氢溶液从分液漏斗迅速加入装有少量二氧化锰粉末的锥形瓶中C．用坩埚钳夹取木炭，在酒精灯上点燃，由上而下缓慢伸入收集满氧气的集气瓶中D．在试管中加入几小块大理石，先平放在试管口，再缓慢竖直试管,87;39;73;79
正确的操作能保证实验顺利进行．请填写下列有关实验操作中的空格：（1）用酒精灯给物质加热时，要用酒精灯火焰的　外焰　；（2）实验室制取气体的装置必须先　检查装置的气密性　再加药品；（3）做细铁丝在氧气中燃烧的实验时，集气瓶底应预先　加少量水或铺一层细沙　；（4）用量筒量取液体读数时，视线与　液体凹液面的最低处　保持水平，俯视读数会　偏大　．（填“偏大”或“偏小”）,35;51;79;33
如图是实验室常见的仪器和操作，请回答下列问题：（1）仪器B的名称是　试管夹　。（2）可用于滴加液体的仪器是　A　（填字母）。（3）如图D所示，用完酒精灯后必须及时熄灭，正确的操作方法是　用灯帽盖灭　。（4）若按图E操作，会造成量取的液体体积比42mL　小　（填“大”或“小”）。,35;605;40;33
请回答下列错误实验操作的后果．（1）用酒精灯引燃另一只酒精灯　酒精溢出造成失火　；（2）加热试管时，试管外壁有水　试管炸裂　；（3）倾倒液体时，标签没有向着手心　残液腐蚀标签　；（4）将块状的固体药品直接投入竖直的试管中　打破试管底　；（5）实验室制取氧气结束时，先撤酒精灯后将导管从水槽中取出　水槽中的水沿导管倒吸入热的试管中，使试管炸裂　．,35;39;40;87
如图实验操作正确的是（　　）A．B．C．D．,35;604;39;40
化学实验技能是学习化学的保证，而规范的实验操作是实验成功的前提，请回答下列问题：（1）熄灭酒精灯火焰时，应该用　灯帽　盖灭；（2）可以做反应容器并可以直接加热的仪器是　试管　（举一例）；（3）在实验室里倾倒液体药品时，应使标签对着手心，否则可能出现的后果是　残留在瓶口的药液留下腐蚀标签　；（4）量取8mL水，应选用10mL的量筒和　胶头滴管　（填仪器名称）；若俯视量取水了，则实际量取水的体积为　＜　（填“＞”、“＜”或“＝”）8mL。,35;40;32;33
下列图示实验操作中，正确的是（　　）A．B．C．D．,35;604;40;33
下列操作正确的是（　　）A．熄灭酒精灯B．量取液体C．取固体药品D．倾倒液体,35;39;40;33
规范的操作是实验成功的保障。下列操作正确的是（　　）A．B．C．D．,35;604;40;33
运用所学知识解释下列做法．（1）用酒精灯火焰的焰心给试管加热导致试管炸裂（2）氮气作食品包装袋中的保护气．（3）用石灰浆粉刷墙壁，干燥后墙面就变硬了，用化学原理解释该现象．,35;91;97;215
化学是一门以实验为基础的学科。下列实验操作中，正确的是（　　）A．倾倒液体B．点燃酒精灯C．读取液体的体积D．滴加液体,35;604;40;33
下列实验方案能达到相应实验目的的是　B　。选项实验目的实验方案A除去CO2中的CO通入足量的氧气，点燃B鉴别硬水与软水加入肥皂水，振荡，观察现象C除去CO2中混有的HCl气体将气体通过足量NaOH溶液D鉴别NaOH固体和NaCl固体　加水，用手触摸容器外壁　,30;57;110;187
分类、类比和迁移是学习和研究化学常用的方法。（1）化学实验改进或创新的目的主要是使实验变得更加“简化”（减少实验步骤）、“节约药品”或“环保”等。据此可将下列实验中的①　AC　（填字母）归为一类，依据是②　环保　。硫在氧气中燃烧铁锈蚀条件的探究燃烧条件的探究二氧化碳的性质L端液面明显升高ABCD（2）如图是氮元素的价态图。氮元素显示F、G点的+5价与氮原子的①　最外层电子数是5　有关。显示不同或相同化合价的含氮元素的物质可通过化学反应实现转化，G→F的化学方程式是②　Ba（NO3）2+H2SO4＝BaSO4↓+2HNO3　。氮、磷元素位于周期表的同一纵列，仿照A点氢化物写出磷元素显示此点化合价时形成氢化物的化学式③　PH3　。,30;340;344;215
下列实验方案或操作中，不能达到目的的是（　　）A．用带火星的木条检验氧气B．用燃着的木条区分氮气与二氧化碳C．用观察固体颜色的方法区分二氧化锰与氯酸钾D．用木条迅速平放蜡烛火焰中，约1s后取出，比较火焰各层温度,30;57;66;86
下列实验设计，不能达到实验目的的是（　　）选项ABCD设计实验实验目的探究二氧化锰能否加快过氧化氢分解探究反应物浓度对化学反应速率的影响检验瓶内气体是否为氧气木炭燃烧测定空气中氧气的含量A．AB．BC．CD．D,30;73;86;90
食盐、食醋、纯碱等均为家庭厨房中常用的物质，利用这些物质你能完成的实验是　①②③　。①除去热水瓶中的水垢　②鉴别食盐和纯碱　③检验鸡蛋壳能否溶于酸。,30;161;174;187
